Transaction ID,Customer ID,Transaction Date,Transaction Amount,Merchant Category,Transaction Type,Card Type,Customer Age,Customer Gender,Customer Location
3ad3f8f7-f137-4899-8935-3784019aa093,6ae3ce0b-96f0-4685-8d6e-63e3fca42ac3,2024-02-12,199.46,Healthcare,Refund,Discover,79,Male,Arellanohaven
ba36be62-b2d8-498e-98b1-1f41e1046925,f0f13998-ceaa-43b9-8939-88a56cab783c,2023-04-03,239.62,Grocery,Refund,MasterCard,69,Female,Eatonmouth
b9302d8c-2edf-48fd-b2b9-fff6c3069906,191bfc07-ab00-471d-bb5a-dfb6bc1325f0,2022-01-04,435.75,Restaurant,Purchase,Visa,31,Male,East John
42a55b0d-4ff5-43ee-99e1-83b2d1d2b153,00343d51-77e7-4bc7-a021-733036eb5d56,2023-02-15,733.26,Clothing,Purchase,Visa,78,Male,Thomaston
879de790-0fb3-45ff-a3d7-ef3c12036a92,62aab55e-005c-46e3-9b5a-b51d92ec0c2f,2021-09-25,498.23,Electronics,Purchase,Amex,47,Male,South Kathrynfort
db35518c-9745-45bb-ad23-3a6087187d91,95aa9847-451a-469f-a641-b84023a4a059,2024-03-22,787.49,Electronics,Refund,MasterCard,89,Female,Donnaland
e8b1389a-c583-4b3c-be03-ec99bbbba501,646ebec0-0b0b-4bb0-80aa-ad513d2ea392,2020-09-04,724.26,Electronics,Refund,Amex,25,Female,South Traciburgh
908a0a34-c0f8-417c-9795-391bd1c63426,739f99d7-3423-408c-b9a2-14f97a9b8630,2024-05-14,137.07,Travel,Purchase,Amex,46,Female,Martinezland
6c98ff18-0428-4e11-8176-ea602b3c1af9,bdfceef8-c91e-4092-bcfd-dce14a145a4f,2022-12-09,278.61,Grocery,Purchase,Discover,66,Female,Nelsonbury
43df8b2f-79f1-40b6-9eb5-87689877a1c7,c4d65b73-a300-4f78-861b-0ffa9cd796bf,2023-08-29,255.09,Electronics,Purchase,Discover,87,Male,North Denise
f588de9f-af4c-4b06-ab0c-301a3caf2dae,ec31f72e-4fe6-418b-ba6a-6d22d7c71de4,2023-06-15,706.72,Grocery,Refund,MasterCard,49,Male,Tannerborough
7e220833-e168-4a0f-b7be-154593f9e8e9,0a686daf-54e0-4207-8eb0-b2f7708c1678,2024-01-20,509.95,Clothing,Refund,Visa,83,Male,Campbellside
a5a7e37f-a3ce-49ba-862f-86641fb1f808,78cfa44c-1295-4911-946f-1638298a3420,2024-05-05,892.59,Restaurant,Purchase,MasterCard,81,Male,Wilsonmouth
0f069768-c4c2-4273-a94a-a8221282024b,68ab4eb1-2d6c-4e89-8584-61cb2a1a50df,2022-01-08,291.59,Clothing,Refund,Amex,90,Male,Port James
68696ca8-549d-488b-915c-eecc48aa8580,ec462fc4-5bc1-40cd-8560-7716bf1615dd,2022-03-24,744.06,Grocery,Refund,Amex,60,Male,Robertmouth
08a2e11a-a570-4bcc-b918-462e116d0d8a,3ee01108-31e0-48a1-85e9-c7fe5aca3062,2022-12-26,415.76,Utilities,Refund,Discover,74,Male,Jasonhaven
73352898-c737-46fe-9b3f-526cf03f9afa,69a3b523-dbd9-42ab-8d70-8eb0eee3c5c9,2024-01-22,669.38,Grocery,Refund,MasterCard,68,Female,Johnfort
631aefbe-3984-4696-800f-41042a077dd4,cd1b38f6-b6f0-4987-96db-f48478abd8e7,2024-07-21,933.7,Restaurant,Refund,Visa,46,Female,Port Todd
fe1975fa-beb5-4549-9c25-bec0711b9866,6c7a0f16-bac3-4060-acd0-a41d8907def1,2020-12-05,101.03,Electronics,Purchase,MasterCard,32,Male,North Robert
e397c115-7958-4d45-b171-52152c34657b,43ef5631-f59d-48a8-b717-41d6ffece5f7,2022-08-08,673.99,Electronics,Purchase,Discover,40,Female,Michaelburgh
f0bca461-ffc8-4603-b4a6-ac9ee2d6e5ac,7074d0f2-0760-4fb1-8880-506e2b2c544d,2021-07-22,200.38,Healthcare,Refund,Visa,60,Male,East Joseph
02ab3c20-70f2-451c-aff1-e940effb2aad,330501b9-fe69-4fcd-a30b-974fbba9a80f,2022-04-30,794.87,Restaurant,Refund,MasterCard,50,Male,Lake Emily
18d7373b-d746-408a-a3ac-ef0614dfccbf,66c6e80b-ca6e-4020-b840-04380d0f3986,2023-07-26,279.89,Grocery,Refund,Visa,60,Male,West Melissa
190a4e84-082c-4646-ab2b-9c769702d73b,29f36429-1b2a-4c11-b6fe-204f3658c258,2021-07-31,680.38,Healthcare,Purchase,Amex,64,Male,North Harryberg
0f6ab28c-b2f0-4367-bef7-8f18be50fc57,cd94efd0-0a34-4935-a81f-3389fdd4d529,2020-11-05,755.54,Healthcare,Refund,Visa,80,Male,North Kevin
63796192-ce1d-465d-9d36-01669ff3572a,1bf9a134-eafc-4e1a-981f-0cf3bff60b85,2023-01-10,249.63,Electronics,Purchase,MasterCard,41,Male,Amyberg
e06fe4e3-ce94-4046-be2b-d65b6b8a6066,40e8656f-d73e-4e95-a55a-a301031f23c7,2023-12-18,341.22,Healthcare,Purchase,Amex,28,Female,North David
79c97177-3e64-4c61-8607-921214a3bb8d,8fc23bf6-8fc7-40fe-a9ca-61dd8f5e4f10,2020-07-10,958.35,Clothing,Purchase,Visa,43,Female,West Tabitha
31e6241c-fbf5-4956-a245-4a76566780ef,9d502121-7d6a-4a1e-929b-d4f3be8d26ce,2021-06-07,979.13,Electronics,Refund,Visa,80,Male,Wilsonfurt
2c26db5b-a93d-4bdf-8592-d5aad464bc18,911adfe1-de22-466b-8cd1-eb1275685723,2020-12-19,145.54,Restaurant,Purchase,Discover,44,Female,Fosterburgh
4c32c792-bbf1-4f97-9412-9aad5a31c9d8,42c14702-26dc-4d56-a165-69f86f3a4166,2021-04-27,220.53,Travel,Refund,MasterCard,31,Female,East Justinstad
03e1a429-baef-491d-be11-528a88e268b9,354cbe81-f6e3-485e-b181-86e5e9968ad5,2023-09-22,674.92,Healthcare,Purchase,Visa,32,Female,North Karenton
27fe053b-e484-4147-af21-0f70cbc632e7,fd53f9e3-66c2-48be-bfb4-47e1e377f714,2022-05-29,529.45,Grocery,Purchase,Visa,58,Male,Fowlershire
47ac9c0a-9c27-4193-9d24-4a34bae80bc3,efb8e10d-d39a-41de-afb7-9b7a6fe10807,2024-05-03,925.12,Clothing,Refund,Discover,86,Male,Robinsonchester
484fa8ea-259e-4d01-8f81-fdec273c1b83,618b9180-cc7b-493b-b9c7-2706d6bc966d,2020-11-08,461.37,Utilities,Purchase,Discover,33,Male,Sparksfort
a86990f7-302f-4e86-a84e-c55304d0591c,f932b671-eb4a-42df-af73-6983eb5b759e,2022-03-12,702.85,Healthcare,Purchase,Amex,86,Male,North Robert
5da64db5-2586-455f-a106-54b9d3920fad,64a19aed-f113-4a3f-a349-6e6e938757a1,2020-08-22,393.58,Utilities,Purchase,Amex,21,Male,Meredithville
a4334e3a-d832-4b24-bf48-ea6a153d820c,35c96c1f-31a2-4234-8a21-fd44d78f2206,2021-03-27,625.79,Electronics,Refund,Discover,51,Female,Markstad
adc8cbff-bee4-4db5-84af-306250470f18,fd7386fb-119c-4dbd-bfe2-f2fa6025c170,2021-03-26,817.13,Electronics,Purchase,Visa,80,Female,East Dillon
235e6226-fb3b-46e7-b360-90b938fb694a,29a2e028-fe03-4802-ac49-32e382803224,2024-05-29,808.64,Clothing,Purchase,Visa,69,Female,Richmondland
ce674db0-6549-44c2-9e1a-ed934ac6b27e,7a36b008-b072-4da5-9721-71658805df64,2023-09-15,859.92,Utilities,Refund,Discover,33,Female,Priceburgh
1b2dce31-997e-4fc0-b7f9-fd31bfa1fd12,96736765-3ff6-43ad-aa95-728521eac39e,2023-03-21,601.35,Healthcare,Refund,Visa,43,Male,East Brandy
7a8d0367-2d57-4100-a99a-8589ccc40ac7,a91d31f5-8a2a-48dd-b11e-e26f4dd969fc,2021-11-08,573.51,Electronics,Purchase,Discover,46,Female,Grayfurt
b1a582f2-9900-41c0-a9a5-5e83b5f532d0,bc33be22-0098-493c-974b-d1ab72850437,2020-03-30,973.71,Healthcare,Purchase,Amex,46,Male,South Andrew
a718df93-ef92-44cb-96f5-8654cd581e03,6e7ed061-a598-44b9-b7b2-257991a04486,2023-05-25,115.54,Utilities,Refund,Amex,23,Male,East Maryton
2f192fa0-b0ff-4cb1-8263-2d043b7d6276,2bb0ed97-b33f-41dd-8581-339d0c11abd3,2022-12-13,454.84,Clothing,Purchase,Discover,81,Male,Ashleyburgh
3b8f83fb-b8b8-482b-a5db-be3def9e7856,f6cb3467-18a2-440f-8f95-a3f5fd21d18b,2020-05-29,684.36,Utilities,Refund,Visa,21,Male,Schultzburgh
02f246d1-66da-4d1d-a9d6-a282b9f8b9a5,cb35d98b-1af4-41ad-af01-1098956a717b,2024-02-05,417.64,Clothing,Refund,Amex,59,Female,Michaelfort
9dacec00-6c4f-46ed-9e5b-b178286380d7,67d92674-7bbd-4b8d-866c-c03caafc25a2,2020-01-25,391.79,Clothing,Refund,Amex,56,Male,Joannaside
69e870d8-e305-45ea-a006-ff425cd20546,d1e5dc53-0233-4898-a013-444764aaa6f0,2020-10-03,929.76,Grocery,Purchase,Amex,65,Female,Lake Ricardoville
e2fc5cc0-f393-4fe8-ad70-0b1b9b6230f3,1c9e5b3f-0d3f-4091-b463-6634095b9d8c,2023-10-14,369.32,Utilities,Purchase,Visa,58,Male,North Reginafort
4eba0ee0-1496-490f-b294-fd3ddd9d13ba,c0f628c2-9a8c-4370-9906-acb7cb9703e4,2020-05-07,125.63,Grocery,Purchase,MasterCard,36,Male,Lake Michael
2ef01211-a3be-48b3-9016-6e9e777d3171,14cd97a5-c8c1-4b27-b0e3-a18e6e654ae3,2021-08-09,417.31,Travel,Refund,Discover,29,Male,West Amanda
5f7e47c2-5e0e-42d8-83fe-24c0994dd9bf,e00651c8-d8ec-424b-8182-6bb813908830,2021-05-21,620.08,Restaurant,Purchase,Visa,20,Female,Coltonberg
978e8c29-6a7d-477a-9937-aee2d8ad8f90,c994ef33-93a3-45dc-9409-3dce553da843,2020-04-06,564.39,Travel,Purchase,Amex,54,Male,South David
add290ef-6d96-481d-9267-82efcf8f066b,3308cbd0-24c2-4a34-bd97-4fb758ed359f,2020-03-05,685.67,Travel,Purchase,Amex,88,Female,New Nicholas
0526e7f5-72c5-4d09-b5c1-c71d3161b39a,d31a9f2f-2d64-46ed-aad6-870e55152b18,2020-06-02,763.42,Travel,Refund,Discover,37,Male,Randallside
84c9264f-b691-49fd-bcb0-7d32d6a792bc,633f77ab-1c46-48b5-a164-b558a7d735c7,2020-03-17,747.62,Healthcare,Purchase,Discover,65,Male,North Amy
8938cc8d-3b70-4905-9654-c7e68e9cdc8e,2e8c7ac3-6a66-47a8-83e4-18a150f63b33,2023-11-10,611.48,Electronics,Refund,Amex,70,Female,East Allison
c8a7aef3-ec31-4491-a967-aa51dd385e0a,2b2b468a-7de6-4f54-9dd8-9b4a07240b17,2021-08-09,415.85,Clothing,Purchase,Amex,79,Male,Davidshire
5b6ba3db-2cd4-48ae-9435-785db2f4ec6a,35b35907-8b45-4082-a5c8-a1fcd870c292,2024-04-24,681.38,Restaurant,Refund,MasterCard,39,Male,Jessicaberg
2575fc92-fce9-4e21-8498-1a2e6c9ff1aa,58093583-8535-4403-8331-62f997f1a028,2020-09-10,807.09,Travel,Refund,Amex,38,Female,Port Deanna
1bf2422d-fdce-4661-86f8-cbe416db8cce,56eb59f1-6a8c-4c4f-804c-bd8fd4c33c9c,2021-05-02,893.68,Grocery,Purchase,Visa,79,Female,New Mark
6026b8c9-ac37-4ab3-b02c-157b334ac49a,8ab69440-b831-4353-bddf-6dc507902796,2024-03-27,777.29,Clothing,Refund,Amex,50,Male,Powellburgh
6d60f6db-785e-4d20-ae75-d1f0ab407e8d,d77b5e1d-c4cd-422d-ae20-dbb6c66847a6,2023-04-21,525.33,Grocery,Purchase,MasterCard,57,Female,Ayersside
36c016c6-4d6b-4143-8852-90995cb5a627,cffa11fd-4c1e-493c-8cf5-b664401a3c06,2022-10-05,168.35,Restaurant,Purchase,Discover,38,Female,East Hunterside
a06bae18-1498-4ec4-bae5-7924ce18bc07,834830a4-40db-4c68-9078-73af2a644256,2021-01-24,717.84,Utilities,Refund,Discover,21,Male,Hallport
0e4eb81b-228c-4631-b52c-4434299662cf,2591dccd-3acc-40dd-b07f-387cf722b8fe,2022-08-28,151.96,Electronics,Refund,Amex,30,Male,Suttonton
29c3c942-9fde-482f-9712-148114f1ad91,474956af-f4b0-480a-b928-b7a34d499071,2020-04-21,112.3,Restaurant,Purchase,MasterCard,45,Female,East Karen
5206aa39-0ef7-4ab8-b9ee-f3dfbd590f5b,ea000683-f423-4a8d-93ec-c4b5cd6a6042,2020-12-01,722.71,Clothing,Purchase,Visa,90,Female,Chasefurt
0c58d3a9-0fa1-499a-b8a3-cbc7cdefd0aa,4cc8102b-3dce-458a-8369-f1c70924cdaf,2024-04-19,160.74,Restaurant,Purchase,Amex,57,Female,Sullivantown
26e5b2a4-f879-42f4-9960-ac32a82d1df2,28c684f5-765f-4892-99d2-6028519bdb8b,2023-11-01,524.71,Utilities,Refund,MasterCard,24,Male,Evansborough
8136e8a1-9e0d-4e1f-ac5c-7b661fa51757,4d95c025-89ab-4980-bdba-9f7f8b2d9229,2022-07-16,872.6,Healthcare,Purchase,Visa,80,Female,Lake Brian
59287649-b333-4d74-8ef8-33e666563998,2fea2ea7-41f0-435b-9f8d-e4862995cfbe,2020-02-24,779.87,Utilities,Refund,Amex,40,Male,Williamchester
b096ccb3-4eae-49aa-baf7-3f3f74332c70,d2dd999e-8a38-4c54-a91e-89e7a019fafc,2021-11-23,640.66,Electronics,Purchase,MasterCard,34,Male,South Javier
2a150bf6-16ce-4844-8766-8107586ef9ca,5975f57f-b5d7-4cca-b99f-9100c8de7492,2024-02-25,938.37,Restaurant,Purchase,Visa,61,Female,Carloston
969c85b9-73c5-473b-a0a2-b735da6052e8,966f0a3b-ca7c-440a-9749-d5572197f8aa,2024-07-30,345.47,Clothing,Refund,Discover,75,Female,Meganmouth
1fde9812-227f-4c8a-85ec-8e98abec5f69,57edbc41-3665-4ab1-8c8d-98110393f032,2023-09-12,993.83,Grocery,Refund,Visa,55,Male,East Andreastad
e265e7b3-135d-4fd4-b0be-dcaab85fae9b,30cb3650-9972-49e8-84e9-2b314d8d712f,2023-02-10,725.33,Travel,Purchase,Amex,89,Male,Lake Michaelaburgh
61d09036-5845-4045-8d31-54cad61c6f87,23de07cd-d8db-4f1b-9ff6-80fd8ae466d2,2024-03-26,340.87,Utilities,Purchase,Amex,48,Female,Brandonshire
822ce59d-f2a2-454d-b215-ad15528d0148,3232acf3-bbef-4b05-aaa6-be5fc7ed7762,2024-05-08,716.9,Utilities,Refund,MasterCard,73,Female,Port Jasonburgh
6cdda515-6f8e-4373-9967-c29e5f12c8f0,1a62ec2e-9c0e-4a90-a05f-ed7fa19b7f28,2021-07-28,207.8,Restaurant,Purchase,MasterCard,83,Male,Delgadotown
d32d4810-2807-488a-b772-b81bced109a2,44fa392d-cd0e-466e-bcea-e64b8abeee45,2024-07-17,949.73,Grocery,Refund,MasterCard,34,Female,Reynoldsstad
d943358b-6bdb-4583-bdfa-369f270154fa,57c15dd2-3027-45a9-b2f2-91439156b2df,2021-05-17,183.45,Clothing,Purchase,Amex,88,Female,Pattersonview
f3f18fdb-ef50-4717-95eb-46408bd8ee0b,c92401b0-9f6a-4352-9c9c-69181eec0695,2023-05-24,178.94,Utilities,Purchase,Discover,67,Female,Shellymouth
b041c590-c26d-4d2c-a6ab-61bc3c5b78f2,a05dc314-cb39-4bd4-b093-214ea5211622,2021-06-28,635.59,Clothing,Refund,Amex,23,Male,New Jonathanburgh
92aa317b-0fef-4bea-b8e9-27ab61d559c3,cb8dd0c5-4bb3-4415-a72e-cad4a0aa2ce9,2023-04-26,258.98,Restaurant,Refund,MasterCard,59,Male,Port Jessica
0bc0b172-a8de-4b74-98b8-f411eaa51054,18c87f3b-5bc6-4ef3-9815-db339d741476,2021-11-01,471.07,Utilities,Purchase,Discover,40,Female,Maryton
7893d804-af69-4b72-98ee-3fb9bf5489d6,4f2a6720-07bc-4c5c-8615-b298165ab9fc,2023-06-14,757.1,Healthcare,Purchase,Amex,89,Male,Wardburgh
413e1dd6-ab29-40fe-babe-d0ad749ef602,29078071-7ec5-4404-a31c-72325b98c218,2021-05-13,487.16,Travel,Refund,MasterCard,84,Female,West Dawnburgh
0d1ab712-2418-4d63-815a-58ba66e5cd8d,c521fd35-dfc3-4150-94ae-62b9f40c28fc,2024-06-22,705.37,Healthcare,Purchase,Visa,18,Female,North Patrick
e6b00157-f826-42e4-acb4-6ccd84b8ca13,43b93ddc-e11c-4542-811a-0a7246485f2c,2023-11-26,853.48,Clothing,Purchase,Amex,86,Female,Kylestad
5dba91fe-6f60-4c49-8771-4f96fd038c54,579b74d6-933a-49b5-aacb-fd8dbc996209,2020-07-14,708.78,Clothing,Purchase,Discover,42,Male,Port Richardburgh
2fd8d0a8-0836-4602-83fa-e8c7db52536f,fbeb1539-2e5f-49b1-90cf-710cc29c8e82,2023-06-01,327.58,Healthcare,Purchase,Visa,34,Female,Andersonhaven
75b63c06-a2d0-471b-8a98-cb718c75c9d4,e41d19e9-5ee3-4ccb-a61c-f331a32a13db,2022-03-22,695.68,Clothing,Purchase,Visa,37,Male,Shanebury
225ec606-022f-4213-9336-43a28d8da2b6,e0941889-89fa-4fe6-be75-535753f74fca,2024-07-05,436.12,Restaurant,Purchase,Discover,42,Female,East Nicholashaven
70cc0169-0fd8-4984-9457-f18043b05d11,5a23e5b6-5865-416a-80f3-34bf69aecb95,2023-01-29,255.29,Healthcare,Purchase,Discover,49,Male,South Julia
ed484ded-4fbf-4361-bb56-061847c6a451,0169be96-35e0-438d-90cf-f072741f361c,2020-04-28,725.7,Grocery,Refund,Visa,24,Female,Heidibury
d4effdd5-956f-4a2a-b11f-34366e664527,ccbc9142-fe1c-423a-a911-c34729c7300e,2021-08-14,926.68,Utilities,Refund,MasterCard,79,Male,North Sandra
eda5e78a-4b47-414c-a247-06a8673c6b87,92c25037-515f-4a1f-9786-89d1c4c42ceb,2021-03-17,594.85,Clothing,Refund,Visa,25,Female,Herreraton
3f743bad-6614-4fa8-adc0-02c90201f6a4,0d26da42-709e-46a4-b4cb-af729fd03d75,2023-12-17,841.69,Clothing,Purchase,Amex,69,Female,Masseyport
b29aba68-3754-4127-a8d4-e48411acc68c,4ec711fd-94b3-439f-a090-83a22572cebd,2022-03-16,965.3,Grocery,Refund,Amex,85,Male,Bautistaberg
2e6961a8-b603-4677-8e6a-e99420f5cbd6,724cff46-ae5a-4141-acdd-ea1f62e8cf67,2021-03-29,513.88,Clothing,Refund,Amex,76,Female,North Richard
d2aec2ed-bd18-4183-b229-b90fd91ad33b,1fde2e59-31b9-4924-a2ec-44eb52811c20,2022-01-04,534.68,Travel,Refund,Discover,30,Female,West Hollymouth
954b6962-2443-45c4-881b-42fb4f299d9e,8e4d91cc-41a9-448f-8cf3-c06b961be0a2,2022-11-08,499.9,Utilities,Refund,Discover,60,Female,North Kelly
4aced25a-c917-4778-bb46-94082574ad8d,3febe8f5-ac62-415b-97bb-bb1ad02dde95,2024-03-12,369.5,Healthcare,Purchase,MasterCard,69,Female,Brettport
b35d285e-0491-44d6-bdfa-673a90cfd803,41b31431-b90d-4278-8f68-15c8eeeb5fde,2022-02-08,624.51,Travel,Refund,Amex,88,Female,Mcdanielmouth
89880ede-7f65-41fc-9539-9534db294450,dee8dfce-6efc-4c8c-aa5b-939356f22675,2021-06-24,436.47,Electronics,Refund,Visa,79,Female,East Hannahborough
720874e1-7c86-4288-aedf-b1c5551cacd6,0a134afe-c08e-4ba3-bd86-eb8995039c83,2021-07-10,673.02,Restaurant,Purchase,MasterCard,62,Female,Lake Timothy
33d07cfd-becc-462d-ba43-acf9ebfa93fb,ed23a7c2-46ab-4c32-b92a-decf65c6754b,2021-04-19,274.88,Grocery,Refund,Discover,83,Male,West Derekchester
77c2cde5-c880-4dff-9840-30c4ee547b39,cee2b75b-60fc-4b56-a762-76d9c895af18,2021-08-03,698.35,Electronics,Purchase,Amex,86,Male,Vincentview
34de5aee-1bec-442c-ae7d-4147aa844891,672d341f-9cec-4a22-aa5c-33161f6835da,2020-02-12,947.72,Electronics,Purchase,Visa,80,Female,East Nicole
3d9aa83a-0c1e-493e-86ac-1c0175d1dac4,2a85f824-b967-4ae0-a39d-78dca3c34931,2023-07-06,646.62,Healthcare,Refund,Discover,30,Male,Keystad
bce43a0e-4248-4421-b8fa-b214e1c984da,c106ca04-a288-4150-9d1a-f92827257677,2024-02-07,470.12,Grocery,Refund,Visa,70,Female,Robertofurt
1ba70f93-df38-4414-83fb-b80466b80c85,ecc6ffb8-caf5-49a9-9e07-b77345c6178b,2023-11-19,821.04,Travel,Purchase,Amex,35,Female,East John
5e717869-777f-466c-9182-3060eeb2d82d,2c01123d-3c81-471d-b650-59031c48de07,2021-08-21,666.39,Grocery,Purchase,Visa,42,Female,Sellersside
b2224409-162a-46d3-a18f-0d359e502825,57091feb-2e74-41ee-965e-3fed33f4e229,2023-08-18,948.05,Utilities,Purchase,Amex,46,Male,Stevenside
5a6b8f78-f817-4b6e-a47f-066d2269ebf5,8f83fb4e-7938-40a0-91e2-1bb6aa50cbeb,2021-12-29,151.15,Clothing,Refund,Visa,24,Male,West Leahburgh
987dff38-ce23-454b-a825-6d3fba10ee80,f2c082e7-08a1-4af2-b4f7-bab996cf53d4,2023-04-05,984.05,Electronics,Refund,Visa,77,Male,West Jennifer
5c8e47b2-cb6f-4c56-809e-cd7d3174e101,f29491cc-5f27-4eec-94ea-7562f37c86cd,2021-11-21,806.23,Restaurant,Refund,Amex,85,Male,Ortegamouth
15e58571-9f9c-449b-89c5-4ba18f604bee,596f9daf-fd2c-4244-9252-2efa0a667b30,2022-12-02,347.67,Clothing,Purchase,Visa,85,Male,Emilyberg
9dce0b13-5ca0-4bbf-9993-7b670826b5eb,8aa64a8b-3c02-4636-9629-35d95a46808c,2023-04-13,830.22,Healthcare,Purchase,Discover,61,Male,Lisamouth
086ae465-192b-4997-83a8-a048a6efd3b4,b4b51ac9-4cea-4d80-b3a1-cd803cb9c51c,2021-08-14,669.72,Grocery,Refund,Discover,26,Male,Robinsonberg
dff36997-642d-40df-a2e0-a0062605d678,12ec460e-127f-40ef-ac21-7debd98f32e1,2023-01-18,428.14,Healthcare,Purchase,Amex,18,Male,East Vincentborough
cdbe7c43-c838-49ca-9d6e-88bd44eea15c,d048a332-63bb-4a3a-b99d-10d0f61ee765,2024-05-25,602.51,Electronics,Purchase,MasterCard,83,Male,Kempmouth
de756bca-ccce-41df-9d99-998902710308,b112ba2e-983e-4772-ad5c-43b6b3400738,2020-12-12,750.53,Electronics,Purchase,Visa,75,Male,Tannerland
757b34ec-b3bc-4996-af4d-26a0d4766eef,181beeef-0d3e-4009-83da-bb63ca1f4cf0,2022-09-24,691.39,Grocery,Refund,Visa,34,Male,South Joseph
43bb8b91-3e81-4c48-8f82-06cda76b088d,c0ab6ac2-4b49-495f-ad3d-0c1d21e23fd8,2023-05-12,972.72,Restaurant,Purchase,Amex,60,Female,North Jasminechester
2a999621-6a76-4900-83b6-f673f96578ff,eb274dc6-44e9-4709-b944-74b6298cd7a2,2020-07-25,169.54,Grocery,Refund,Discover,55,Female,Moorefort
ad0e76e9-5bd0-4aeb-bac0-b843c63f3f47,dce4b001-df59-485b-a27f-4b351d0ac20c,2022-07-18,911.72,Grocery,Purchase,MasterCard,65,Female,Ryanview
8b41e8a5-97de-4980-88b2-28e7774be5f6,8a711867-0f69-4503-8004-0cd47e4566d3,2020-04-29,159.58,Clothing,Refund,Visa,36,Male,North Robertberg
7fad4af9-91db-43bf-8f39-acdf591570fa,f2f9ece9-7f87-4558-9861-e35fff6f3996,2020-07-01,752.05,Electronics,Purchase,Discover,49,Female,Reidtown
18c3c89b-5a89-439c-ab8e-df0163f93ac4,4c0850bc-9dd5-4353-8a11-c4ad22da2f89,2020-06-30,489.67,Electronics,Refund,Visa,73,Female,Franklinport
229d300b-da9a-4cfa-838a-f5e0ddae0d42,ccfa17c7-27aa-4af6-97df-fa672bef320c,2023-12-14,622.36,Electronics,Purchase,Discover,77,Female,Matthewtown
3efc0721-90a4-4768-a404-4f8e76eb4102,527b0b4a-de6a-4065-91f1-a266a3656f17,2021-10-31,784.73,Grocery,Refund,MasterCard,25,Female,Gloriaville
787c9493-ab18-48b1-813f-a429e33815fc,8e836596-23a8-4474-b0ab-80fed9ba55ec,2021-08-28,881.59,Healthcare,Refund,Discover,42,Male,South Jamesfurt
8db845cf-e022-4e78-aee2-ca0ff2e72f2c,9988ea07-a3fc-4256-ab98-2c4e40206927,2023-06-25,130.38,Restaurant,Refund,Visa,68,Female,Lake Emma
d83ee6a2-a2cc-4fc4-8211-68a7409df2c3,0ce8954f-f4fa-4bcf-93c5-76a65ebe6d5b,2022-11-12,821.1,Electronics,Refund,Discover,83,Female,Ryanton
e3e3bdd4-10aa-47a6-8d41-7ce2cb5ea410,d71d6e44-8c8e-4460-aa7b-763cf697b29f,2020-05-08,271.48,Restaurant,Refund,MasterCard,52,Male,West Jeffrey
93d4ffa0-8e00-404c-be69-01c347f68ddd,c26ecdff-73d1-4f22-96ef-a2552cb21003,2020-09-10,881.5,Healthcare,Refund,Visa,89,Female,Englishville
aad4dca0-53f2-45b7-866c-e3080303f6c0,e9e81693-8bae-4f41-94a5-5f92b7955947,2021-04-08,704.16,Travel,Refund,Amex,41,Male,Brianbury
9aee1b4e-04a4-4180-9918-3719f9614793,4614b900-c851-4b74-981f-f192c8b3e3ed,2024-01-08,220.08,Electronics,Purchase,Discover,63,Female,Josefurt
4eb1e864-62c3-4762-a64f-8ff0450d0169,8a0bdab6-7766-4a4f-b497-334dfc769f0b,2020-03-15,103.01,Travel,Refund,Amex,77,Male,North Kimberly
73ff27a8-8bc9-4247-a6c0-43d454c4e590,3de6f9c7-09e2-4ea6-a448-7cbadc701da2,2020-02-20,194.63,Clothing,Refund,Visa,80,Male,West Traceystad
24973724-3980-43ef-947c-60a815b58845,4970e9b6-ee96-457b-872e-4c269252cab9,2022-03-03,766.51,Utilities,Purchase,Discover,66,Male,South Julie
cf3df6a1-6f86-4794-b31d-671bfdadefaf,f3c3a89c-482f-4ecb-8586-da295b140837,2021-11-12,195.66,Utilities,Purchase,Discover,61,Male,Henryport
61ead92e-e6ee-444f-ba59-745bdf9ad7a1,5da85df6-1fe2-4ce4-87d8-5de9ce9eb48e,2023-11-14,569.21,Healthcare,Refund,MasterCard,90,Female,Kingmouth
808054f5-c0b7-47e1-82ee-9e626cf3aa1b,6344637e-e90a-46bd-ae68-4ebf9f0ca5e3,2023-08-03,483.66,Restaurant,Purchase,Amex,48,Male,East Todd
daa0dee3-f9fc-4b8c-8023-c97aa74a66a4,9567b967-4b73-47b4-bdc0-2ba868a68078,2024-03-04,823.61,Healthcare,Purchase,Amex,76,Male,New Wesley
acd98517-6cda-4726-8045-c204c9aa2dd4,80c0810e-3967-4977-a9a7-1912713ea6a5,2023-10-25,757.81,Healthcare,Purchase,Visa,37,Male,North Justinview
adfd164f-977e-4796-8371-15e91e14baf3,d87eac7d-131e-43c0-b082-c763ea9caf50,2020-10-17,980.72,Restaurant,Purchase,Discover,42,Female,Yuburgh
a2c08848-23cb-4a01-86e9-4b1d9928b845,46fa4b76-d0c6-488e-9835-ddaac1e2e1c3,2023-05-20,322.11,Restaurant,Purchase,Amex,26,Male,Bradleystad
f073a61e-6ff3-49a4-9b0b-302876c15b86,0491d374-d5cc-4658-98fc-1e1925b86a9b,2022-04-21,814.75,Travel,Purchase,MasterCard,56,Female,Jamesmouth
